Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-dk.ehealth.sundhed.fhir.ig.core.json	628025	-	0	0	0	0	0	0	29	80	0	0	0	0	0	0	0	4	0	0	1251	687	0	0	0	50	0	3
fsh-generated/resources/Appointment-appointment01.json	2562	8	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	35	29	0	0	0	0	0	1
fsh-generated/resources/Appointment-group-appointment01.json	5494	11	0	0	1	0	0	0	1	1060	0	0	0	0	0	0	0	0	0	0	42	34	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-videoappointment01.json	4304	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	40	21	0	0	0	0	0	0
fsh-generated/resources/Appointment-videoappointment01.json	3439	12	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	35	20	0	0	0	0	0	0
fsh-generated/resources/CareTeam-108752.json	560	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	20	0	0	0	1	0	0
fsh-generated/resources/CareTeam-42.json	555	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	14	0	0	0	0	0	0
fsh-generated/resources/Condition-42.json	523	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	17	0	0	0	0	0	0
fsh-generated/resources/Consent-1.json	901	6	0	0	0	0	0	0	1	193	0	0	0	0	0	0	0	0	0	0	29	20	0	0	0	0	0	0
fsh-generated/resources/Consent-23.json	1282	5	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	27	16	0	0	0	0	0	0
fsh-generated/resources/EpisodeOfCare-42.json	719	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0
fsh-generated/resources/Organization-108752.json	2388	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	0
fsh-generated/resources/Organization-8564.json	2364	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	30	14	0	0	0	0	0	0
fsh-generated/resources/Parameters-expParam.json	153	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	14	0	0	0	0	0	0
fsh-generated/resources/Patient-102.json	1550	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	21	0	0	0	0	0	0
fsh-generated/resources/Patient-291.json	651	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	0
fsh-generated/resources/Practitioner-107302.json	302	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	15	0	0	0	0	0	0
fsh-generated/resources/Practitioner-123.json	299	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0
fsh-generated/resources/Practitioner-42.json	298	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0
fsh-generated/resources/Provenance-1.json	841	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-relatedperson01.json	1731	6	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-access-consent.json	1260	6	0	231	0	0	1	0	1	50	0	0	1	0	0	0	0	0	0	0	141	566	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-access-provenance.json	2613	5	0	140	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	106	351	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-actionTrigger.json	5724	6	0	80	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	127	348	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-for.json	3698	5	0	77	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	84	272	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-type.json	1450	6	0	50	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	39	146	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance.json	5525	5	0	204	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	110	165	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-activitydefinition.json	7397	6	0	102	0	0	0	0	0	40	0	0	1	0	0	0	0	1	0	0	209	307	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-ehealth-administrative-status.json	1601	5	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	46	96	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-answer-Condition.json	3399	6	0	12	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	110	141	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-appointment.json	9304	6	0	1304	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	201	258	0	1	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-artifact-date.json	1493	6	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	44	92	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-assigning-careteam.json	1810	5	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	46	110	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-auditevent.json	714	5	0	38	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	144	293	0	0	0	5	1	0
fsh-generated/resources/StructureDefinition-ehealth-base-environment.json	1425	6	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	53	113	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-base.json	1314	6	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	51	109	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-basic-title.json	1272	5	0	6	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	35	88	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusHistory.json	2469	5	0	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	70	110	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusschedule.json	2642	6	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	71	112	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan.json	13489	6	0	18	0	0	0	0	1	66	0	0	1	0	0	0	0	1	0	0	308	502	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-ehealth-careteam.json	5248	6	0	10	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	145	209	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-assessor-organization.json	1640	5	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	37	97	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-assessor-other.json	1706	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	36	101	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-careplan.json	1621	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	36	113	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-decision.json	1556	6	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	37	98	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-decisionContext.json	1649	5	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	37	93	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-mediaInvestigationItem.json	1658	5	0	8	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	36	97	0	0	0	1	0	0
